,Age,Income_Monthly,Credit_Score,Debt_to_Income_Ratio,Experience_Years,Existing_Loans_Count,Savings_Balance,Missed_Payments_Last_Year,Default_Status,Debt_Stress_Index,Monthly_Debt_Amount
393,40,5121,760,0.11,4,4,78743,0,0,83.6,563.3100000000001
394,49,3873,716,0.12,15,3,137692,0,0,85.92,464.76
395,47,13780,656,0.44,10,0,148100,0,0,288.64,6063.2
396,58,11107,682,0.52,34,2,29576,3,1,354.64,5775.64
397,47,12070,457,0.45,10,3,135655,1,0,205.65,5431.5
398,44,8781,732,0.3,22,3,56223,0,0,219.6,2634.2999999999997
399,30,5748,347,0.12,33,3,110931,2,0,41.64,689.76
400,33,2277,627,0.58,16,0,39987,0,0,363.65999999999997,1320.6599999999999
401,22,12169,732,0.59,9,0,88880,1,1,431.88,7179.71
402,22,3859,730,0.37,17,3,103839,0,0,270.1,1427.83
403,55,13228,355,0.14,7,3,61155,0,1,49.7,1851.92
404,53,13563,567,0.37,25,1,18427,0,0,209.79,5018.3099999999995
405,46,7929,368,0.55,2,2,100123,0,0,202.4,4360.950000000001
406,61,8792,748,0.44,23,4,140338,0,0,329.12,3868.48
407,22,6713,556,0.46,2,4,96379,0,0,255.76000000000002,3087.98
408,37,12374,789,0.14,37,4,9142,0,0,110.46000000000001,1732.3600000000001
409,60,6675,348,0.15,1,0,143141,0,0,52.199999999999996,1001.25
410,26,3170,615,0.16,34,0,72839,1,0,98.4,507.2
411,43,10681,712,0.55,16,1,63688,0,0,391.6,5874.55
412,50,12717,733,0.36,8,0,135813,0,0,263.88,4578.12
413,24,11374,301,0.5,35,3,28636,0,1,150.5,5687.0
414,33,14671,444,0.16,21,2,14646,0,0,71.04,2347.36
415,47,14450,665,0.56,30,2,115529,0,0,372.40000000000003,8092.000000000001
416,37,12680,719,0.51,33,2,145274,1,0,366.69,6466.8
417,58,12068,743,0.21,23,2,98995,0,0,156.03,2534.2799999999997
418,43,7308,733,0.54,8,4,100623,1,0,395.82000000000005,3946.32
419,50,4462,356,0.23,1,4,9129,2,1,81.88000000000001,1026.26
420,35,11822,477,0.2,20,3,142494,0,0,95.4,2364.4
421,49,2287,592,0.23,33,1,107129,0,0,136.16,526.01
422,26,7953,345,0.55,26,0,119248,0,0,189.75000000000003,4374.150000000001
423,51,6282,469,0.56,36,0,12754,1,1,262.64000000000004,3517.9200000000005
424,26,3907,570,0.26,6,4,56763,0,0,148.20000000000002,1015.82
425,33,3161,716,0.45,21,2,138680,0,0,322.2,1422.45
426,37,2129,438,0.44,3,3,22232,0,0,192.72,936.76
427,47,8337,546,0.5,13,1,65900,2,1,273.0,4168.5
428,47,4363,447,0.25,33,4,147197,0,0,111.75,1090.75
429,42,10151,529,0.36,22,3,111753,0,0,190.44,3654.3599999999997
430,60,7983,673,0.43,24,3,116822,0,0,289.39,3432.69
431,57,2143,379,0.11,0,4,117990,1,0,41.69,235.73
432,54,10207,364,0.29,14,3,120985,0,0,105.55999999999999,2960.0299999999997
433,51,9469,387,0.45,31,2,67707,3,1,174.15,4261.05
434,58,2244,387,0.23,13,3,47836,1,1,89.01,516.12
435,44,2926,503,0.58,20,1,7940,0,0,291.73999999999995,1697.08
436,31,5178,681,0.12,6,3,29754,0,0,81.72,621.36
437,26,4176,775,0.58,35,0,77485,0,0,449.49999999999994,2422.08
438,57,7002,838,0.21,20,3,137802,3,0,175.98,1470.4199999999998
439,55,2886,513,0.12,39,4,13108,2,0,61.559999999999995,346.32
440,52,10532,373,0.25,11,0,68495,0,1,93.25,2633.0
441,31,12243,360,0.49,14,4,133565,0,0,176.4,5999.07
442,40,5398,842,0.48,14,1,79727,1,1,404.15999999999997,2591.04
443,53,14142,518,0.2,16,2,100454,0,0,103.60000000000001,2828.4
444,22,10497,311,0.2,33,1,68757,1,1,62.2,2099.4
445,26,11099,714,0.42,34,0,74752,0,0,299.88,4661.58
446,25,4654,331,0.33,38,2,70607,2,1,109.23,1535.8200000000002
447,37,13984,459,0.5,37,3,130107,0,0,229.5,6992.0
448,45,9392,536,0.11,13,0,126262,0,0,58.96,1033.1200000000001
449,37,14234,480,0.41,4,2,29744,0,0,196.79999999999998,5835.94
450,23,3371,640,0.47,29,4,36222,0,0,300.79999999999995,1584.37
451,49,9135,757,0.6,3,2,134569,0,0,454.2,5481.0
452,53,2320,379,0.44,14,4,118556,1,0,166.76,1020.8
453,48,6654,772,0.22,38,4,78048,0,0,169.84,1463.88
454,41,14251,411,0.15,34,2,52233,0,1,61.65,2137.65
455,45,7300,591,0.42,9,1,48619,0,0,248.22,3066.0
456,33,8761,682,0.36,1,1,71157,2,1,245.51999999999998,3153.96
457,56,8854,316,0.55,23,4,29251,0,1,173.8,4869.700000000001
458,54,7505,792,0.46,27,0,134644,0,1,364.32,3452.3
459,54,11323,630,0.35,21,2,51869,0,0,220.5,3963.0499999999997
460,64,12770,785,0.3,31,0,136653,0,0,235.5,3831.0
461,58,8553,705,0.3,30,1,24365,0,0,211.5,2565.9
462,33,6042,416,0.21,18,0,52844,2,1,87.36,1268.82
463,24,13559,414,0.11,20,3,107027,0,1,45.54,1491.49
464,22,11009,848,0.39,2,3,120842,0,0,330.72,4293.51
465,54,9498,846,0.21,5,1,23756,1,0,177.66,1994.58
466,61,8636,635,0.2,31,0,9404,0,0,127.0,1727.2
467,31,9362,635,0.16,1,2,86716,1,0,101.60000000000001,1497.92
468,64,2011,446,0.19,23,1,46011,2,1,84.74,382.09000000000003
469,50,2194,421,0.12,26,3,43113,1,1,50.519999999999996,263.28
470,34,4537,380,0.44,8,1,78081,0,1,167.2,1996.28
471,33,4842,674,0.3,12,0,40414,0,0,202.2,1452.6
472,52,4229,362,0.38,13,0,22957,0,0,137.56,1607.02
473,23,5009,803,0.42,10,0,39520,0,0,337.26,2103.7799999999997
474,56,9984,748,0.59,13,4,121115,0,0,441.32,5890.5599999999995
475,44,14943,727,0.13,15,0,27834,2,0,94.51,1942.5900000000001
476,38,4077,726,0.31,9,3,36319,0,0,225.06,1263.87
477,47,9845,720,0.22,19,3,67072,0,0,158.4,2165.9
478,29,5867,621,0.34,15,4,122875,0,0,211.14000000000001,1994.7800000000002
479,50,6873,465,0.56,33,3,55913,0,1,260.40000000000003,3848.8800000000006
480,47,10635,760,0.46,15,3,142179,0,0,349.6,4892.1
481,31,2297,758,0.43,13,1,78749,2,0,325.94,987.71
482,47,7856,488,0.32,27,0,102815,0,0,156.16,2513.92
483,55,11036,763,0.44,17,1,4941,2,0,335.72,4855.84
484,62,3015,678,0.12,25,1,84747,0,0,81.36,361.8
485,28,3384,301,0.39,37,3,76729,3,1,117.39,1319.76
486,25,11589,663,0.38,6,2,73182,0,0,251.94,4403.82
487,32,10745,371,0.27,33,0,57904,0,0,100.17,2901.15
488,50,4350,726,0.2,6,2,52106,0,0,145.20000000000002,870.0
489,57,14708,469,0.5,32,3,124682,2,0,234.5,7354.0
490,46,3269,504,0.13,34,4,80120,1,0,65.52,424.97
491,42,3260,636,0.13,38,1,130428,0,0,82.68,423.8
492,57,9701,771,0.32,20,3,14201,0,0,246.72,3104.32
493,31,10376,494,0.23,27,3,13361,0,0,113.62,2386.48
494,58,6563,574,0.47,31,2,144381,0,0,269.78,3084.6099999999997
495,30,8897,306,0.42,15,4,28747,0,0,128.51999999999998,3736.74
496,45,12602,477,0.49,9,1,139393,0,0,233.73,6174.98
497,56,7672,541,0.26,22,4,85513,0,0,140.66,1994.72
498,56,14623,502,0.47,14,4,25657,0,0,235.94,6872.8099999999995
499,57,12401,842,0.53,5,4,138698,2,0,446.26000000000005,6572.530000000001
500,39,7593,761,0.27,32,0,103685,0,0,205.47000000000003,2050.11
501,60,13864,379,0.27,38,4,132423,0,0,102.33000000000001,3743.28
502,53,8155,822,0.55,11,3,32688,3,1,452.1,4485.25
503,45,7543,716,0.12,35,0,6989,0,0,85.92,905.16
504,44,9240,683,0.28,30,0,111788,0,0,191.24,2587.2000000000003
505,53,6683,690,0.16,9,4,111090,1,0,110.4,1069.28
506,58,3881,425,0.11,33,3,29246,0,0,46.75,426.91
507,33,14488,793,0.16,9,1,52418,0,0,126.88000000000001,2318.08
508,34,10713,346,0.32,10,4,37738,0,1,110.72,3428.16
509,44,12079,775,0.44,13,0,1247,0,0,341.0,5314.76
510,46,12744,763,0.24,2,1,134019,0,0,183.12,3058.56
511,56,5809,422,0.52,32,1,85870,0,1,219.44,3020.6800000000003
512,62,7807,773,0.32,6,0,60435,0,0,247.36,2498.2400000000002
513,51,6883,433,0.58,3,1,64447,0,1,251.14,3992.14
514,38,9206,322,0.58,38,3,116930,2,0,186.76,5339.48
515,41,6155,534,0.49,9,3,16103,3,1,261.65999999999997,3015.95
516,46,6673,358,0.57,14,4,17810,1,1,204.05999999999997,3803.6099999999997
517,43,14608,463,0.45,15,4,65757,3,1,208.35,6573.6
518,34,13671,515,0.55,37,1,112386,0,0,283.25,7519.05
519,40,3409,482,0.22,3,0,20755,1,1,106.04,749.98
520,57,11886,389,0.27,3,3,139655,0,0,105.03,3209.2200000000003
521,33,14856,610,0.48,35,2,40194,1,1,292.8,7130.88
522,62,7197,556,0.31,26,4,118216,0,0,172.35999999999999,2231.07
523,40,9452,832,0.52,21,3,46416,1,0,432.64,4915.04
524,33,10718,832,0.54,21,1,18656,0,0,449.28000000000003,5787.72
525,30,12852,351,0.25,16,3,146810,0,0,87.75,3213.0
526,28,4172,637,0.51,33,3,38854,1,1,324.87,2127.7200000000003
527,49,2279,470,0.18,31,1,102311,1,0,84.6,410.21999999999997
528,35,13156,366,0.27,5,4,54476,0,0,98.82000000000001,3552.1200000000003
529,52,5977,599,0.36,32,4,144525,0,0,215.64,2151.72
530,40,4669,531,0.21,7,2,85488,0,0,111.50999999999999,980.49
531,37,13085,367,0.39,35,2,13871,0,0,143.13,5103.150000000001
532,26,9825,805,0.39,4,4,66126,0,0,313.95,3831.75
533,56,11943,327,0.2,4,4,127640,1,0,65.4,2388.6
534,33,5981,350,0.5,9,4,135435,0,1,175.0,2990.5
535,46,6769,559,0.42,39,4,138941,2,0,234.78,2842.98
536,42,7247,483,0.26,6,3,142807,0,0,125.58,1884.22
537,57,12553,322,0.22,11,2,65210,0,0,70.84,2761.66
538,44,6427,428,0.54,29,1,133076,0,0,231.12,3470.5800000000004
539,37,8135,590,0.52,24,0,70905,0,0,306.8,4230.2
540,60,7573,800,0.21,27,1,31068,0,0,168.0,1590.33
541,63,6131,485,0.12,12,0,1750,1,1,58.199999999999996,735.72
542,60,11900,778,0.5,21,3,12567,0,1,389.0,5950.0
543,35,9189,791,0.41,17,2,101595,0,0,324.31,3767.49
544,52,12878,812,0.15,26,0,98431,0,0,121.8,1931.6999999999998
545,26,13087,366,0.39,7,4,35618,0,1,142.74,5103.93
546,56,6535,766,0.33,5,3,4457,0,0,252.78,2156.55
547,44,4776,584,0.49,10,0,93937,2,1,286.15999999999997,2340.24
548,50,11311,716,0.2,28,4,10965,0,0,143.20000000000002,2262.2000000000003
549,64,13180,399,0.33,4,3,114659,0,0,131.67000000000002,4349.400000000001
550,32,14451,488,0.18,6,0,68468,0,0,87.84,2601.18
551,39,14435,687,0.58,21,4,101513,2,0,398.46,8372.3
552,33,9697,540,0.49,3,2,61139,1,1,264.6,4751.53
553,30,10386,716,0.47,31,3,97039,3,1,336.52,4881.42
554,31,2662,475,0.45,18,0,134093,0,0,213.75,1197.9
555,38,10671,686,0.31,32,4,99837,2,0,212.66,3308.0099999999998
556,59,10044,770,0.56,0,2,4528,1,1,431.20000000000005,5624.64
557,28,6218,532,0.14,7,4,88883,2,0,74.48,870.5200000000001
558,34,11615,751,0.5,31,2,113923,0,0,375.5,5807.5
559,61,7060,576,0.21,29,0,52657,1,0,120.96,1482.6
560,63,12900,528,0.26,27,4,96083,0,0,137.28,3354.0
561,30,13367,470,0.36,31,4,114139,0,0,169.2,4812.12
562,48,7874,512,0.49,24,1,143538,0,0,250.88,3858.2599999999998
563,23,7581,581,0.52,33,3,47023,1,1,302.12,3942.1200000000003
564,26,14006,340,0.39,32,4,118702,3,0,132.6,5462.34
565,50,4014,421,0.3,12,2,75611,1,1,126.3,1204.2
566,58,5789,526,0.57,24,3,118510,0,0,299.82,3299.7299999999996
567,59,14997,593,0.22,39,0,133814,0,0,130.46,3299.34
568,40,12635,566,0.5,38,3,105981,0,0,283.0,6317.5
569,29,11103,840,0.41,9,1,145021,0,0,344.4,4552.23
570,22,9148,750,0.29,30,0,102115,0,0,217.49999999999997,2652.9199999999996
571,43,9766,748,0.1,10,4,21314,1,0,74.8,976.6
572,38,13405,360,0.32,24,0,6780,0,0,115.2,4289.6
573,28,4364,801,0.24,33,0,143679,1,0,192.23999999999998,1047.36
574,46,5629,446,0.15,19,1,117128,1,0,66.89999999999999,844.35
575,25,7919,633,0.14,6,2,75055,0,0,88.62,1108.66
576,57,7675,441,0.27,32,0,116516,2,0,119.07000000000001,2072.25
577,27,13664,343,0.41,34,2,118373,0,0,140.63,5602.24
578,52,10872,443,0.52,28,3,49453,0,1,230.36,5653.4400000000005
579,40,8638,632,0.19,11,1,104389,0,0,120.08,1641.22
580,60,6651,796,0.31,4,4,44333,2,0,246.76,2061.81
581,48,2609,695,0.3,11,0,139044,3,0,208.5,782.6999999999999
582,31,9940,354,0.36,28,2,7939,0,0,127.44,3578.4
583,47,12348,606,0.5,34,0,146824,0,0,303.0,6174.0
584,40,5866,722,0.38,19,1,138031,0,0,274.36,2229.08
585,60,2371,716,0.52,36,4,78940,0,0,372.32,1232.92
586,24,8998,624,0.36,0,3,120129,0,0,224.64,3239.2799999999997
587,34,2615,379,0.4,15,3,69616,0,0,151.6,1046.0
588,49,8911,330,0.32,29,2,49720,1,1,105.60000000000001,2851.52
589,41,8010,411,0.51,8,3,525,1,1,209.61,4085.1
590,49,4253,771,0.56,9,2,73777,0,0,431.76000000000005,2381.6800000000003
591,29,6942,373,0.42,12,4,50827,0,0,156.66,2915.64
592,62,14330,778,0.51,19,0,69742,1,1,396.78000000000003,7308.3
593,60,2864,686,0.13,28,1,85723,0,0,89.18,372.32
594,22,3268,732,0.55,3,4,1508,0,1,402.6,1797.4
595,24,9454,711,0.19,27,4,55437,0,0,135.09,1796.26
596,34,10976,766,0.23,36,3,39712,1,0,176.18,2524.48
597,49,6571,547,0.13,12,3,128048,0,1,71.11,854.23
598,46,14370,419,0.58,2,1,15943,0,1,243.01999999999998,8334.599999999999
599,54,7229,366,0.53,36,0,28577,0,1,193.98000000000002,3831.3700000000003
600,59,4237,626,0.56,18,4,121199,0,0,350.56000000000006,2372.7200000000003
601,27,6054,769,0.52,27,3,94847,0,0,399.88,3148.08
602,53,2935,792,0.34,18,4,48214,0,0,269.28000000000003,997.9000000000001
603,42,14172,585,0.56,16,0,67394,0,0,327.6,7936.320000000001
604,37,8394,611,0.58,17,2,38648,0,0,354.38,4868.5199999999995
605,42,9891,608,0.35,17,0,62698,0,0,212.79999999999998,3461.85
606,32,12530,396,0.19,22,4,94805,1,1,75.24,2380.7
607,58,2325,412,0.43,39,4,142432,0,0,177.16,999.75
608,57,11726,755,0.59,8,1,32450,1,1,445.45,6918.339999999999
609,56,13672,762,0.54,28,4,98314,0,0,411.48,7382.88
610,40,9774,431,0.53,28,3,128985,0,0,228.43,5180.22
611,41,5861,420,0.57,1,1,45281,0,1,239.39999999999998,3340.7699999999995
612,39,3985,496,0.55,16,4,126410,0,0,272.8,2191.75
613,62,6932,781,0.49,30,0,83546,0,0,382.69,3396.68
614,35,6603,338,0.46,27,4,132012,0,0,155.48000000000002,3037.38
615,36,4778,811,0.23,38,0,148897,0,0,186.53,1098.94
616,52,11462,773,0.41,29,0,12399,0,0,316.93,4699.42
617,22,10832,460,0.36,34,4,50752,2,1,165.6,3899.52
618,24,14895,588,0.53,19,0,71195,0,0,311.64000000000004,7894.35
619,37,9754,499,0.35,15,2,139879,0,0,174.64999999999998,3413.8999999999996
620,44,6078,827,0.16,33,1,49043,0,0,132.32,972.48
621,32,14853,802,0.1,13,4,110058,0,0,80.2,1485.3000000000002
622,33,3367,547,0.44,25,2,109675,1,0,240.68,1481.48
623,31,6042,682,0.37,19,0,107743,0,0,252.34,2235.54
624,53,4575,517,0.27,23,0,93655,0,0,139.59,1235.25
625,37,8754,386,0.18,17,1,88477,1,1,69.48,1575.72
626,29,13795,381,0.33,8,2,85276,0,0,125.73,4552.35
627,59,3581,361,0.15,18,2,100998,0,0,54.15,537.15
628,33,3986,799,0.27,19,4,75376,1,1,215.73000000000002,1076.22
629,45,4240,341,0.29,29,0,116874,0,0,98.88999999999999,1229.6
630,49,5966,311,0.33,25,3,134327,0,0,102.63000000000001,1968.7800000000002
631,29,12297,414,0.33,30,4,23672,0,0,136.62,4058.01
632,49,9604,517,0.23,34,4,66614,1,0,118.91000000000001,2208.92
633,57,10320,405,0.53,2,4,85067,1,1,214.65,5469.6
634,47,7968,827,0.28,39,1,35457,0,0,231.56000000000003,2231.0400000000004
635,29,14993,771,0.21,28,1,116794,0,0,161.91,3148.5299999999997
636,49,14188,686,0.19,5,4,71578,0,0,130.34,2695.7200000000003
637,49,11043,525,0.26,0,3,19083,0,0,136.5,2871.1800000000003
638,58,9493,780,0.13,23,2,35376,0,0,101.4,1234.0900000000001
639,62,6103,707,0.12,37,2,71551,0,0,84.84,732.36
640,57,4076,756,0.4,33,0,133217,1,0,302.40000000000003,1630.4
641,48,7231,320,0.41,6,2,89816,0,0,131.2,2964.71
642,38,4994,502,0.36,10,2,106843,0,0,180.72,1797.84
643,30,5744,716,0.48,10,3,42444,1,1,343.68,2757.12
644,54,12948,715,0.12,35,2,9664,0,0,85.8,1553.76
645,41,7594,747,0.57,19,3,11205,0,0,425.78999999999996,4328.58
646,34,9531,811,0.15,15,1,56854,0,0,121.64999999999999,1429.6499999999999
647,49,9371,384,0.44,4,3,114169,0,0,168.96,4123.24
648,50,3644,466,0.17,23,1,20156,0,0,79.22,619.48
649,34,14563,683,0.54,29,3,63665,0,0,368.82000000000005,7864.02
650,56,5144,767,0.36,29,4,113197,0,0,276.12,1851.84
651,27,2242,371,0.14,38,1,47789,0,0,51.940000000000005,313.88000000000005
652,39,6085,820,0.41,36,1,32235,1,0,336.2,2494.85
653,26,9954,772,0.1,32,2,32912,0,0,77.2,995.4000000000001
654,46,9269,557,0.49,19,1,116873,0,0,272.93,4541.8099999999995
655,23,9130,574,0.43,21,3,81057,0,0,246.82,3925.9
656,31,8828,319,0.21,20,4,92752,0,1,66.99,1853.8799999999999
657,51,10362,789,0.29,36,4,7875,2,0,228.80999999999997,3004.98
658,26,10844,789,0.1,26,2,54623,2,0,78.9,1084.4
659,54,8331,625,0.45,37,3,141879,0,0,281.25,3748.9500000000003
660,22,5512,828,0.26,34,3,13472,0,0,215.28,1433.1200000000001
661,39,3499,388,0.39,37,0,106352,0,0,151.32,1364.6100000000001
662,53,12291,785,0.58,39,1,65206,2,0,455.29999999999995,7128.78
663,32,4158,649,0.25,5,2,53575,0,0,162.25,1039.5
664,42,12164,383,0.6,31,4,121414,0,0,229.79999999999998,7298.4
665,47,14117,686,0.42,15,0,128914,0,0,288.12,5929.139999999999
666,46,7162,386,0.22,27,3,123602,0,0,84.92,1575.64
667,43,12450,606,0.32,15,1,57301,0,0,193.92000000000002,3984.0
668,48,6039,453,0.47,26,4,56343,0,1,212.91,2838.33
669,34,4035,739,0.32,2,0,123464,0,0,236.48000000000002,1291.2
670,54,13463,563,0.13,20,3,75642,0,0,73.19,1750.19
671,55,9977,720,0.18,37,4,48737,0,0,129.6,1795.86
672,62,2857,792,0.5,37,4,119814,0,0,396.0,1428.5
673,56,5823,710,0.42,29,3,126680,2,0,298.2,2445.66
674,22,8770,472,0.38,21,3,104102,1,0,179.36,3332.6
675,42,11241,303,0.18,18,2,136020,1,0,54.54,2023.3799999999999
676,27,14182,771,0.52,30,4,42773,0,0,400.92,7374.64
677,49,2298,409,0.58,19,3,142955,1,0,237.21999999999997,1332.84
678,38,9244,336,0.12,18,0,64794,0,1,40.32,1109.28
679,26,2923,330,0.14,1,1,111792,0,0,46.2,409.22
680,52,6232,680,0.54,39,2,54007,0,0,367.20000000000005,3365.28
681,26,6306,567,0.51,38,3,142096,0,0,289.17,3216.06
682,59,4799,310,0.41,26,1,70278,0,1,127.1,1967.59
683,24,8578,643,0.57,7,2,70832,0,0,366.51,4889.459999999999
684,44,6875,843,0.42,26,4,20252,0,0,354.06,2887.5
685,58,7326,465,0.21,14,1,8172,0,0,97.64999999999999,1538.46
686,58,14254,641,0.46,11,2,81601,0,0,294.86,6556.84
687,31,8582,781,0.42,13,3,108092,0,0,328.02,3604.44
688,31,14237,318,0.59,6,3,22042,2,1,187.61999999999998,8399.83
689,40,3802,483,0.21,16,2,92479,0,0,101.42999999999999,798.42
690,38,12905,844,0.4,25,4,5590,0,0,337.6,5162.0
691,42,14698,309,0.49,36,2,38784,2,1,151.41,7202.0199999999995
692,35,13045,491,0.27,19,0,18994,0,0,132.57000000000002,3522.15
693,30,4657,619,0.29,9,2,109930,1,0,179.51,1350.53
694,22,14714,774,0.54,18,2,52912,0,0,417.96000000000004,7945.56
695,34,5346,726,0.3,17,3,60261,0,0,217.79999999999998,1603.8
696,25,11663,358,0.41,29,4,19204,0,0,146.78,4781.83
697,22,4949,735,0.54,29,2,114963,2,0,396.90000000000003,2672.46
698,61,2941,396,0.2,24,1,146312,0,0,79.2,588.2
699,53,3907,795,0.59,23,3,93372,0,0,469.04999999999995,2305.1299999999997
700,55,6837,577,0.45,9,3,123618,0,0,259.65000000000003,3076.65
701,49,10105,564,0.35,1,2,8252,0,0,197.39999999999998,3536.75
702,52,3243,308,0.32,37,1,48586,2,1,98.56,1037.76
703,29,7696,756,0.58,31,2,102796,0,0,438.47999999999996,4463.679999999999
704,60,14615,572,0.2,34,1,38247,0,0,114.4,2923.0
705,47,3466,307,0.26,36,3,139838,0,0,79.82000000000001,901.1600000000001
706,55,5957,507,0.25,6,1,34826,0,0,126.75,1489.25
707,24,3966,422,0.24,6,2,105083,1,0,101.28,951.8399999999999
708,33,2375,332,0.33,26,0,105752,0,0,109.56,783.75
709,22,2262,812,0.59,9,0,71520,0,0,479.08,1334.58
710,26,6362,503,0.54,32,1,77948,3,1,271.62,3435.48
711,51,8502,817,0.26,6,2,123328,0,0,212.42000000000002,2210.52
712,51,13580,816,0.31,5,4,134992,1,0,252.96,4209.8
713,38,13587,742,0.43,5,0,135494,1,0,319.06,5842.41
714,44,12136,638,0.11,12,3,38335,0,0,70.18,1334.96
715,36,9833,737,0.51,12,2,110729,2,0,375.87,5014.83
716,58,3893,744,0.54,1,2,103906,0,0,401.76000000000005,2102.2200000000003
717,42,10106,435,0.53,18,0,60061,1,1,230.55,5356.18
718,35,13826,686,0.29,18,4,50456,0,0,198.94,4009.5399999999995
719,23,3652,324,0.33,37,3,104853,1,0,106.92,1205.16
720,32,7540,805,0.11,1,4,25023,0,0,88.55,829.4
721,60,14333,624,0.3,25,3,115991,2,1,187.2,4299.9
722,59,5892,637,0.33,5,0,88578,2,0,210.21,1944.3600000000001
723,55,2599,394,0.55,19,2,33850,0,0,216.70000000000002,1429.45
724,59,6815,844,0.55,22,3,97969,0,0,464.20000000000005,3748.2500000000005
725,55,3912,445,0.58,14,2,88548,1,1,258.09999999999997,2268.96
726,39,11484,530,0.54,5,1,128142,0,0,286.20000000000005,6201.360000000001
727,51,10792,794,0.1,27,1,22083,0,0,79.4,1079.2
728,36,10572,337,0.42,34,0,111833,0,0,141.54,4440.24
729,48,6213,724,0.13,10,0,109196,0,0,94.12,807.69
730,55,5637,736,0.24,7,0,137077,0,0,176.64,1352.8799999999999
731,59,12355,667,0.39,23,1,55583,0,0,260.13,4818.45
732,54,14547,644,0.45,20,3,25128,0,0,289.8,6546.150000000001
733,45,11290,459,0.43,35,4,2334,0,0,197.37,4854.7
734,36,7599,849,0.12,6,0,55111,0,0,101.88,911.88
735,51,8448,840,0.15,4,4,116235,0,0,126.0,1267.2
736,63,10557,443,0.16,28,4,143233,0,0,70.88,1689.1200000000001
737,38,12762,644,0.15,15,1,49353,0,0,96.6,1914.3
738,26,13611,568,0.19,5,3,127034,0,0,107.92,2586.09
739,50,9382,567,0.44,13,1,89454,2,0,249.48,4128.08
740,25,12668,468,0.52,1,0,44767,0,1,243.36,6587.360000000001
741,31,10982,332,0.3,24,1,58896,0,0,99.6,3294.6
742,38,5569,676,0.45,30,1,94998,0,0,304.2,2506.05
743,31,9707,513,0.2,12,1,112142,1,0,102.60000000000001,1941.4
744,38,2746,739,0.59,17,0,64165,0,0,436.01,1620.1399999999999
745,41,10504,791,0.27,16,0,76486,2,0,213.57000000000002,2836.0800000000004
746,45,6633,692,0.52,27,1,30738,0,0,359.84000000000003,3449.1600000000003
747,26,2920,788,0.57,11,1,82555,0,0,449.15999999999997,1664.3999999999999
748,55,11269,328,0.53,34,4,83720,3,1,173.84,5972.570000000001
749,27,9008,338,0.13,21,3,124443,0,0,43.940000000000005,1171.04
750,23,13021,472,0.43,38,4,7214,2,1,202.96,5599.03
751,34,4381,316,0.16,0,3,30650,2,1,50.56,700.96
752,64,5618,355,0.1,36,3,138641,2,0,35.5,561.8000000000001
753,64,10989,525,0.13,20,1,6592,1,0,68.25,1428.57
754,32,6443,366,0.56,0,4,2071,0,1,204.96,3608.0800000000004
755,44,2272,496,0.55,3,3,140816,0,0,272.8,1249.6000000000001
756,37,13202,322,0.21,31,3,64294,0,0,67.62,2772.42
757,52,3773,536,0.37,0,0,102059,3,0,198.32,1396.01
758,32,4547,437,0.58,12,3,113746,0,0,253.45999999999998,2637.2599999999998
759,37,5164,772,0.35,16,1,143706,0,0,270.2,1807.3999999999999
760,29,6780,528,0.3,11,2,143940,1,0,158.4,2034.0
761,25,14909,616,0.34,6,0,22725,0,0,209.44000000000003,5069.06
762,61,2946,500,0.5,2,2,28760,0,0,250.0,1473.0
763,25,12857,557,0.34,25,1,20132,2,0,189.38000000000002,4371.38
764,46,2506,779,0.49,30,2,24457,0,0,381.71,1227.94
765,24,8719,477,0.32,35,3,597,0,1,152.64000000000001,2790.08
766,53,10435,422,0.23,25,2,133306,0,0,97.06,2400.05
767,24,10697,641,0.26,2,4,69928,0,0,166.66,2781.2200000000003
768,48,14709,470,0.14,27,1,93023,0,0,65.80000000000001,2059.26
769,50,13350,358,0.35,16,4,97462,0,0,125.3,4672.5
770,53,8360,764,0.17,37,2,131198,0,1,129.88,1421.2
771,40,9657,559,0.51,29,4,12208,0,0,285.09000000000003,4925.07
772,42,5590,672,0.31,1,0,124697,0,0,208.32,1732.9
773,26,12064,394,0.48,7,2,14570,0,1,189.12,5790.719999999999
774,39,13985,424,0.58,13,4,29885,0,1,245.92,8111.299999999999
775,49,3192,340,0.52,36,3,133425,0,0,176.8,1659.8400000000001
776,63,14617,553,0.58,34,2,20126,0,0,320.73999999999995,8477.859999999999
777,43,14937,306,0.38,38,0,45517,0,1,116.28,5676.06
778,42,3464,770,0.18,10,3,107879,1,0,138.6,623.52
779,27,2390,810,0.57,14,2,132258,1,0,461.7,1362.3
780,22,7615,368,0.53,1,3,100419,0,0,195.04000000000002,4035.9500000000003
781,26,14668,380,0.53,36,2,87087,1,1,201.4,7774.04
782,62,13569,841,0.45,31,2,75543,0,0,378.45,6106.05
783,33,8106,561,0.41,39,1,112338,2,0,230.01,3323.4599999999996
784,47,10864,388,0.11,12,4,91938,0,1,42.68,1195.04
785,55,4560,507,0.47,16,2,138256,2,0,238.29,2143.2
786,35,7867,512,0.15,14,0,123887,0,0,76.8,1180.05
787,47,3211,565,0.23,32,4,85483,0,0,129.95000000000002,738.5300000000001
788,48,11121,592,0.38,15,1,53593,0,0,224.96,4225.9800000000005
789,30,3539,506,0.33,12,4,22905,0,0,166.98000000000002,1167.8700000000001
